# plan_sha256=2b6a372cbb9151c464c87860cfb4190570bd02f55a13a9f82eb7c2aa74ccd581
step,table,row_key,label,change,before,after
5 event_ids,ufc_events,fd010f06-7b1d-471b-a6ec-5b12b378209a,UFC - Ultimate Japan,espn_event_id,NULL,400255645
5 event_ids,ufc_events,0a0ca318-970c-4c3f-86a5-985776117856,UFC 16: Battle in the Bayou,espn_event_id,NULL,400255637
5 event_ids,ufc_events,96e3337d-2bac-4321-960e-e2327edd7e9c,UFC 17: Redemption,espn_event_id,NULL,400255629
5 event_ids,ufc_events,dba767bb-744f-49b7-8414-c5a781347139,UFC - Ultimate Brazil,espn_event_id,NULL,400255609
5 event_ids,ufc_events,7aa2f1c1-e2c7-4e0d-9934-2cf4f87a702f,UFC 18: The Road to the Heavyweight Title,espn_event_id,NULL,400255591
5 event_ids,ufc_events,c1b2f1e3-9662-4f7a-81b0-58e614c73673,UFC 19: Ultimate Young Guns,espn_event_id,NULL,400255576
5 event_ids,ufc_events,61f9db42-e107-45e1-ad76-927fa01f6017,UFC 20: Battle for the Gold,espn_event_id,NULL,400255552
5 event_ids,ufc_events,e1658f7e-4f14-442e-a99e-832686c7acb7,UFC 21: Return of the Champions,espn_event_id,NULL,400255529
5 event_ids,ufc_events,ccd5806d-f412-4550-80af-e1a90c4955b9,UFC 22: Only One Can be Champion,espn_event_id,NULL,400255511
5 event_ids,ufc_events,44e8f20f-f508-4638-8067-c832c47f5a89,UFC 23: Ultimate Japan 2,espn_event_id,NULL,400255493
5 event_ids,ufc_events,bc4322c1-ab09-4f34-a241-f0c59ff50dee,UFC 24: First Defense,espn_event_id,NULL,400255459
5 event_ids,ufc_events,553ed815-3048-407c-90d8-da0dfed196ca,UFC 25: Ultimate Japan 3,espn_event_id,NULL,400255445
5 event_ids,ufc_events,f7baf6c0-b21a-4efd-8384-c2739357a46f,UFC 26: Ultimate Field Of Dreams,espn_event_id,NULL,400255423
5 event_ids,ufc_events,fb1792d0-27aa-4e7b-9170-63c9d42db162,UFC 27: Ultimate Bad Boyz,espn_event_id,NULL,400255377
5 event_ids,ufc_events,08c286d4-04f4-49ca-9018-6e3abae34ff4,UFC 28: High Stakes,espn_event_id,NULL,400255359
5 event_ids,ufc_events,e7a5350d-719a-4888-a759-fa2af5024249,UFC 29: Defense of the Belts,espn_event_id,NULL,400255343
5 event_ids,ufc_events,2086b9c4-f0fc-4d66-a7c3-960d975222f8,UFC 30: Battle on the Boardwalk,espn_event_id,NULL,400255324
5 event_ids,ufc_events,7545679a-cd95-4cf1-9fb9-17286fa3f219,UFC 31: Locked and Loaded,espn_event_id,NULL,400255284
5 event_ids,ufc_events,0fcdda00-5024-41cd-914a-ce4047cb6949,UFC 32: Showdown in the Meadowlands,espn_event_id,NULL,400255263
5 event_ids,ufc_events,ac642036-8aad-4f16-956b-4dc6f69dca62,UFC 33: Victory in Vegas,espn_event_id,NULL,400255224
5 event_ids,ufc_events,75daa1d8-49b3-403a-929b-93210721facb,UFC 34: High Voltage,espn_event_id,NULL,400255208
5 event_ids,ufc_events,1c47d812-b6e1-417b-8bde-0af0b718dd1d,UFC 35: Throwdown,espn_event_id,NULL,400255174
5 event_ids,ufc_events,a3c7cd7a-2107-4438-b320-2898ac38ad5b,UFC 36: Worlds Collide,espn_event_id,NULL,400255147
5 event_ids,ufc_events,bd328f4c-facb-47dc-806c-201c222ca15a,UFC 37: High Impact,espn_event_id,NULL,400255123
5 event_ids,ufc_events,29e31e11-4ae2-4fd9-a0e3-8d409d751637,UFC 37.5: As Real As It Gets,espn_event_id,NULL,400255100
5 event_ids,ufc_events,afcc0e6d-669b-4213-b743-b3cb25d0cbe6,UFC 38: Brawl at the Hall,espn_event_id,NULL,400255089
5 event_ids,ufc_events,00832290-621b-401e-b57b-e281f57fadf5,UFC 39: The Warriors Return,espn_event_id,NULL,400255053
5 event_ids,ufc_events,33b74a5e-9652-4527-8d73-767e0f679078,UFC 40: Vendetta,espn_event_id,NULL,400255022
5 event_ids,ufc_events,ade37566-4783-441e-9c73-972e71dbe294,UFC 41: Onslaught,espn_event_id,NULL,400254969
5 event_ids,ufc_events,59ab2d12-68e8-4a51-be72-0eb043d358e1,UFC 42: Sudden Impact,espn_event_id,NULL,400254929
5 event_ids,ufc_events,4c08c658-0bf0-4ff8-b183-e682c7b4733a,UFC 43: Meltdown,espn_event_id,NULL,400254903
5 event_ids,ufc_events,4b9df482-02db-42bb-98fa-f1695050871d,UFC 44: Undisputed,espn_event_id,NULL,400254829
5 event_ids,ufc_events,052bfad1-e1d3-4ad9-955d-939ed6dc1c4e,UFC 45: Revolution,espn_event_id,NULL,400254794
5 event_ids,ufc_events,8b767e86-25a7-4abc-b504-7bf3196a08b5,UFC 46: Supernatural,espn_event_id,NULL,400254744
5 event_ids,ufc_events,fdb8cd89-da34-47a1-aa11-a0fa7bdb92bf,UFC 47: It's On!,espn_event_id,NULL,400254696
5 event_ids,ufc_events,de1fc98d-4d00-4028-ac8a-7c86c6993d2d,UFC 48: Payback,espn_event_id,NULL,400254626
5 event_ids,ufc_events,26b6d054-acc8-400e-a39b-ac216bf102ed,UFC 49: Unfinished Business,espn_event_id,NULL,400254578
5 event_ids,ufc_events,0664942d-3881-40f5-bb36-87aa30ba791d,UFC 50: The War Of '04,espn_event_id,NULL,400254525
5 venue_claims,ufc_event_fact_claims,01b71560-d69c-4e41-a6b6-3031be24d501,UFC 2: No Way Out,insert venue_name claim,,Fillmore Auditorium (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,61bdb3d3-3f86-4c86-bdea-46093782f4ef,UFC 3: The American Dream,insert venue_name claim,,Grady Cole Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,8c6dd425-f772-423d-981f-a2fd9a4012f9,UFC 4: Revenge of the Warriors,insert venue_name claim,,Expo Square Pavilion (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,95f7501d-6869-4c3b-9693-e799bc48eaf1,UFC 5: The Return of the Beast,insert venue_name claim,,Bojangles Coliseum (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,d5de8077-7d2d-4940-a5d8-6b4e0ca67e3d,UFC 6: Clash of the Titans,insert venue_name claim,,Casper Events Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,eaa0d32d-17e5-4349-90fe-f35d9db1c695,UFC 7: The Brawl in Buffalo,insert venue_name claim,,Buffalo Memorial Auditorium (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,eb4f9b6a-6e9a-4dee-b04a-978d9ec733f7,UFC - Ultimate Ultimate '95,insert venue_name claim,,Fillmore Auditorium (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,9d75a519-56a4-4113-9ce6-c9c08c9e95c6,UFC 8: David vs Goliath,insert venue_name claim,,Ruben Rodriguez Coliseum (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,11d1fbd5-6de8-43d1-8922-b88866e5d40c,UFC 9: Motor City Madness,insert venue_name claim,,Cobo Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,e84b1842-94e5-433b-9576-6f4e31af1f7c,UFC 10: The Tournament,insert venue_name claim,,Fair Park Arena (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,502fba85-2bde-458e-8a6f-281ff68c24d1,UFC 11: The Proving Ground,insert venue_name claim,,Augusta Civic Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,5d22762e-e187-432c-9f68-cdabedddeb47,UFC - Ultimate Ultimate '96,insert venue_name claim,,Fair Park Arena (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,f4a45ff2-120e-4f0f-a6e3-1fa6454fb45d,UFC 12: Judgement Day,insert venue_name claim,,Dothan Civic Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,ece1fdd3-bbf8-408e-9e96-0b43874554b6,UFC 13: The Ultimate Force,insert venue_name claim,,Augusta Civic Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,58760689-ae96-4b0c-8aee-bbc3497abae3,UFC 14: Showdown,insert venue_name claim,,Boutwell Auditorium (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,a2390f4e-76b8-4cf3-a56f-785c2c3589e4,UFC 15: Collision Course,insert venue_name claim,,Casino Magic (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,fd010f06-7b1d-471b-a6ec-5b12b378209a,UFC - Ultimate Japan,insert venue_name claim,,Yokohama Arena (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,0a0ca318-970c-4c3f-86a5-985776117856,UFC 16: Battle in the Bayou,insert venue_name claim,,Pontchartrain Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,96e3337d-2bac-4321-960e-e2327edd7e9c,UFC 17: Redemption,insert venue_name claim,,Mobile Civic Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,dba767bb-744f-49b7-8414-c5a781347139,UFC - Ultimate Brazil,insert venue_name claim,,Portuguesa Gymnasium (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,7aa2f1c1-e2c7-4e0d-9934-2cf4f87a702f,UFC 18: The Road to the Heavyweight Title,insert venue_name claim,,Pontchartrain Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,c1b2f1e3-9662-4f7a-81b0-58e614c73673,UFC 19: Ultimate Young Guns,insert venue_name claim,,Casino Magic (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,61f9db42-e107-45e1-ad76-927fa01f6017,UFC 20: Battle for the Gold,insert venue_name claim,,Boutwell Auditorium (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,e1658f7e-4f14-442e-a99e-832686c7acb7,UFC 21: Return of the Champions,insert venue_name claim,,U.S. Cellular Center (IA) (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,ccd5806d-f412-4550-80af-e1a90c4955b9,UFC 22: Only One Can be Champion,insert venue_name claim,,Sudduth Coliseum (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,44e8f20f-f508-4638-8067-c832c47f5a89,UFC 23: Ultimate Japan 2,insert venue_name claim,,Tokyo Bay NK Hall (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,bc4322c1-ab09-4f34-a241-f0c59ff50dee,UFC 24: First Defense,insert venue_name claim,,Sudduth Coliseum (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,553ed815-3048-407c-90d8-da0dfed196ca,UFC 25: Ultimate Japan 3,insert venue_name claim,,Yoyogi National Gymnasium (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,f7baf6c0-b21a-4efd-8384-c2739357a46f,UFC 26: Ultimate Field Of Dreams,insert venue_name claim,,Five Seasons Events Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,fb1792d0-27aa-4e7b-9170-63c9d42db162,UFC 27: Ultimate Bad Boyz,insert venue_name claim,,SKIPPED: ESPN has no venue
5 venue_claims,ufc_event_fact_claims,08c286d4-04f4-49ca-9018-6e3abae34ff4,UFC 28: High Stakes,insert venue_name claim,,Etess Arena (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,e7a5350d-719a-4888-a759-fa2af5024249,UFC 29: Defense of the Belts,insert venue_name claim,,Differ Ariake (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,2086b9c4-f0fc-4d66-a7c3-960d975222f8,UFC 30: Battle on the Boardwalk,insert venue_name claim,,Etess Arena (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,7545679a-cd95-4cf1-9fb9-17286fa3f219,UFC 31: Locked and Loaded,insert venue_name claim,,Etess Arena (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,0fcdda00-5024-41cd-914a-ce4047cb6949,UFC 32: Showdown in the Meadowlands,insert venue_name claim,,Izod Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,ac642036-8aad-4f16-956b-4dc6f69dca62,UFC 33: Victory in Vegas,insert venue_name claim,,Mandalay Bay (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,75daa1d8-49b3-403a-929b-93210721facb,UFC 34: High Voltage,insert venue_name claim,,MGM Grand (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,1c47d812-b6e1-417b-8bde-0af0b718dd1d,UFC 35: Throwdown,insert venue_name claim,,Mohegan Sun Arena (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,a3c7cd7a-2107-4438-b320-2898ac38ad5b,UFC 36: Worlds Collide,insert venue_name claim,,MGM Grand (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,bd328f4c-facb-47dc-806c-201c222ca15a,UFC 37: High Impact,insert venue_name claim,,CenturyTel Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,29e31e11-4ae2-4fd9-a0e3-8d409d751637,UFC 37.5: As Real As It Gets,insert venue_name claim,,Bellagio Hotel & Casino (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,afcc0e6d-669b-4213-b743-b3cb25d0cbe6,UFC 38: Brawl at the Hall,insert venue_name claim,,Royal Albert Hall (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,00832290-621b-401e-b57b-e281f57fadf5,UFC 39: The Warriors Return,insert venue_name claim,,Mohegan Sun Arena (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,33b74a5e-9652-4527-8d73-767e0f679078,UFC 40: Vendetta,insert venue_name claim,,MGM Grand (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,ade37566-4783-441e-9c73-972e71dbe294,UFC 41: Onslaught,insert venue_name claim,,Jim Whelan Boardwalk Hall (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,59ab2d12-68e8-4a51-be72-0eb043d358e1,UFC 42: Sudden Impact,insert venue_name claim,,Kaseya Center (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,4c08c658-0bf0-4ff8-b183-e682c7b4733a,UFC 43: Meltdown,insert venue_name claim,,SKIPPED: ESPN has no venue
5 venue_claims,ufc_event_fact_claims,4b9df482-02db-42bb-98fa-f1695050871d,UFC 44: Undisputed,insert venue_name claim,,Mandalay Bay (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,052bfad1-e1d3-4ad9-955d-939ed6dc1c4e,UFC 45: Revolution,insert venue_name claim,,Mohegan Sun Arena (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,8b767e86-25a7-4abc-b504-7bf3196a08b5,UFC 46: Supernatural,insert venue_name claim,,Mandalay Bay (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,fdb8cd89-da34-47a1-aa11-a0fa7bdb92bf,UFC 47: It's On!,insert venue_name claim,,Mandalay Bay (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,de1fc98d-4d00-4028-ac8a-7c86c6993d2d,UFC 48: Payback,insert venue_name claim,,Mandalay Bay (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,26b6d054-acc8-400e-a39b-ac216bf102ed,UFC 49: Unfinished Business,insert venue_name claim,,MGM Grand (espn tier 2; ufc_events.venue stays NULL)
5 venue_claims,ufc_event_fact_claims,0664942d-3881-40f5-bb36-87aa30ba791d,UFC 50: The War Of '04,insert venue_name claim,,Jim Whelan Boardwalk Hall (espn tier 2; ufc_events.venue stays NULL)
6 judge_fields,(none: alias layer),6307a765-adcc-4a9a-a05f-41f7846e8ee7,judge_1,no row change,Illegal Knee by Lindland Nelson Hamilton,Nelson Hamilton | note: Illegal Knee by Lindland
6 judge_fields,(none: alias layer),6307a765-adcc-4a9a-a05f-41f7846e8ee7,scorecards[0],no row change,Illegal Knee by Lindland Nelson Hamilton,Nelson Hamilton | note: Illegal Knee by Lindland
6 judge_fields,(none: alias layer),50a1605a-7be7-4cc3-a3fb-0be323d913f2,judge_1,no row change,Illegal Knee by Menne Tony Weeks,Tony Weeks | note: Illegal Knee by Menne
6 judge_fields,(none: alias layer),50a1605a-7be7-4cc3-a3fb-0be323d913f2,scorecards[0],no row change,Illegal Knee by Menne Tony Weeks,Tony Weeks | note: Illegal Knee by Menne
6 judge_fields,(none: alias layer),0409e9e3-9430-4fe7-aa86-9e49a6b295fe,judge_1,no row change,Illegal Kick by Thomas Cecil Peoples,Cecil Peoples | note: Illegal Kick by Thomas
6 judge_fields,(none: alias layer),0409e9e3-9430-4fe7-aa86-9e49a6b295fe,scorecards[0],no row change,Illegal Kick by Thomas Cecil Peoples,Cecil Peoples | note: Illegal Kick by Thomas
